Passenger_ID,Passenger_Full_Name,Gender,Age,Customer_Type,Travel_Purpose,Cabin_Class,Origin_Destination_Route,Booking_Channel,Flight_Distance_KM,Departure_Delay_Min,Arrival_Delay_Min,Ticket_Fare,Seat_Comfort_Rating,Food_Service_Rating,Online_Booking_Experience,Flight_Status,Passenger_Satisfaction
AXP100846,Warren Ellis,Female,57.0,Returning,Medical,Business,AMD-BOM,Travel Agent,2114,117,164.0,"₹6,887",2,5.0,2,Delayed,Dissatisfied
AXP100847,Theresa Smith,male,73.0,Returning,Medical, Economy,PNQ-DEL,Mobile App,2672,119,45.0,"₹9,647",3,4.0,2,On Time,Satisfied
AXP100848,Andrea Lambert,F,54.0,Returning,Medical, Economy,HYD-COK,Website,3246,58,52.0,"₹6,677",5,4.0,5,Delayed,Dissatisfied
AXP100849,Alexandra Joseph,M,29.0,Returning,Business,Business,CCU-BLR,Corporate Portal,907,32,87.0,"₹44,918",2,4.0,4,Cancelled,Dissatisfied
AXP100850,Jonathan Mills,male,46.0,Returning,Business,Economy,PNQ-BLR,Corporate Portal,2004,61,120.0,"₹25,458",2,4.0,3,On Time,Dissatisfied
AXP100851,Mr. Gary Cisneros,Male,73.0,First-Time,Business,Economy,PNQ-AMD,Corporate Portal,3913,49,12.0,"₹21,090",4,3.0,1,Delayed,Neutral
AXP100852,Tammy Ayala,female,20.0,Returning,Education,Business ,CCU-HYD,Website,2764,111,88.0,"₹38,251",2,5.0,2,On Time,Satisfied
AXP100853,Lisa Martin,female,50.0,First-Time,Personal, Economy,PNQ-DEL,Website,2675,18,124.0,"₹27,212",3,5.0,5,Delayed,Satisfied
AXP100854,Kyle Cox,Female,38.0,First-Time,Personal,Business ,CCU-HYD,Mobile App,3810,122,117.0,"₹31,712",3,1.0,1,On Time,Neutral
AXP100855,Zachary Sandoval,F,44.0,First-Time,Education,Economy,BLR-CCU,Travel Agent,4455,46,53.0,"₹21,627",5,4.0,2,On Time,Dissatisfied
AXP100856,Kristina Dominguez,F,58.0,Returning,Business,Economy,DEL-CCU,Website,3023,166,184.0,"₹10,276",5,4.0,3,Cancelled,Dissatisfied
AXP100857,Sarah Price,Male,26.0,First-Time,Business, Economy,BOM-BOM,Website,1935,32,115.0,"₹33,922",2,1.0,4,On Time,Neutral
AXP100858,Caitlin Pena,F,33.0,Returning,Education,First,BLR-MAA,Corporate Portal,1785,140,117.0,"₹11,800",1,5.0,5,Delayed,Satisfied
AXP100859,Leslie Ingram,F,62.0,Returning,Medical,Business,COK-BOM,Mobile App,266,83,3.0,"₹7,848",4,2.0,3,Delayed,Dissatisfied
AXP100860,Robert Allen,Male,27.0,First-Time,Medical,First,COK-COK,Website,3261,134,74.0,"₹24,269",1,2.0,2,Cancelled,Dissatisfied
AXP100861,Michael Moody,Male,24.0,First-Time,Education,Business ,GOI-BLR,Travel Agent,2628,78,48.0,"₹30,117",2,5.0,5,Delayed,Satisfied
AXP100862,Valerie Elliott,M,25.0,First-Time,Education,Economy,DEL-BLR,Website,4353,13,6.0,"₹12,946",2,4.0,1,Cancelled,Satisfied
AXP100863,Rachel Randolph,female,73.0,First-Time,Medical,First,MAA-HYD,Mobile App,541,146,109.0,"₹12,857",1,2.0,4,On Time,Dissatisfied
AXP100864,David Lang,M,,Returning,Medical,Business,BOM-AMD,Travel Agent,2974,127,121.0,"₹41,653",4,3.0,2,Delayed,Neutral
AXP100865,Jeffrey Burnett,Male,32.0,Returning,Personal,First,GOI-AMD,Travel Agent,3017,53,10.0,"₹22,585",1,3.0,4,Delayed,Satisfied
AXP100866,Alice Smith,female,76.0,Returning,Personal,Business,PNQ-DEL,Corporate Portal,2861,147,91.0,"₹40,623",5,,5,Delayed,Neutral
AXP100867,Melissa Price,female,53.0,First-Time,Personal,First,MAA-HYD,Travel Agent,1432,28,181.0,"₹16,106",3,5.0,3,Delayed,Dissatisfied
AXP100868,Mark Duran,male,22.0,Returning,Business,Business,MAA-DEL,Website,4074,23,172.0,"₹39,820",5,5.0,4,Cancelled,Satisfied
AXP100869,Ronald Mann,female,61.0,Returning,Medical,First,BLR-HYD,Mobile App,2601,81,22.0,"₹8,767",3,2.0,1,Cancelled,Neutral
AXP100870,Kimberly Pierce,male,28.0,Returning,Business,Economy,PNQ-GOI,Travel Agent,1694,62,27.0,"₹31,721",2,4.0,2,On Time,Satisfied
AXP100871,Sharon Hebert,female,55.0,Returning,Education,Economy,COK-DEL,Website,4411,104,110.0,"₹19,071",4,5.0,1,Cancelled,Satisfied
AXP100872,Debra Green,male,57.0,Returning,Business, Economy,DEL-COK,Mobile App,861,56,56.0,"₹24,485",1,2.0,4,On Time,Satisfied
AXP100873,Ryan Woods,Female,24.0,First-Time,Business,Business,GOI-AMD,Travel Agent,4083,135,25.0,"₹40,534",4,2.0,3,Cancelled,Dissatisfied
AXP100874,Elizabeth Mccullough,female,65.0,Returning,Education,Business ,BLR-AMD,Corporate Portal,3819,61,152.0,"₹38,821",1,5.0,3,Cancelled,Dissatisfied
AXP100875,Samantha Shaffer,M,42.0,Returning,Business, Economy,GOI-HYD,Website,2068,156,53.0,"₹20,086",5,2.0,1,On Time,Neutral
AXP100876,Meagan Parker,male,73.0,Returning,Business,Business,BOM-MAA,Website,2534,16,28.0,"₹39,482",5,1.0,5,Delayed,Satisfied
AXP100877,Michael Stewart,male,17.0,First-Time,Personal,First,PNQ-BLR,Corporate Portal,3574,65,96.0,"₹37,801",1,,5,Cancelled,Dissatisfied
AXP100878,Patrick Lewis,female,20.0,First-Time,Education,First,GOI-CCU,Travel Agent,1216,5,163.0,"₹22,098",4,5.0,3,On Time,Neutral
AXP100879,Monica Perez,female,44.0,Returning,Education,First,HYD-GOI,Website,4606,57,13.0,"₹4,432",1,4.0,1,Cancelled,Dissatisfied
AXP100880,Heather Phelps,male,52.0,Returning,Education,Business ,PNQ-BOM,Website,407,68,77.0,"₹12,205",2,1.0,1,On Time,Neutral
AXP100881,Martha Silva,Male,53.0,Returning,Education,Business ,DEL-AMD,Travel Agent,2865,155,34.0,"₹7,456",5,1.0,1,Cancelled,Neutral
AXP100882,Matthew Lynch,F,34.0,First-Time,Medical,First,CCU-DEL,Corporate Portal,2693,61,29.0,"₹23,575",2,5.0,4,Cancelled,Satisfied
AXP100883,Gregory Gates,female,23.0,Returning,Medical, Economy,AMD-AMD,Travel Agent,832,168,91.0,"₹26,673",5,3.0,5,Delayed,Neutral
AXP100884,Jose Davis,female,63.0,Returning,Education,Business,AMD-AMD,Mobile App,2302,81,16.0,"₹32,218",5,2.0,5,On Time,Satisfied
AXP100885,Timothy Hughes,Female,60.0,First-Time,Medical,Economy,AMD-BLR,Travel Agent,3159,168,194.0,"₹17,077",3,1.0,4,Delayed,Dissatisfied
AXP100886,Brianna Jones,F,16.0,Returning,Business,First,PNQ-COK,Website,3283,176,157.0,"₹15,067",2,3.0,2,Delayed,Satisfied
AXP100887,Catherine Thompson,M,,First-Time,Personal, Economy,BLR-PNQ,Mobile App,4952,176,,"₹24,054",2,4.0,4,Cancelled,Neutral
AXP100888,Shelby Hunter,female,67.0,First-Time,Personal, Economy,CCU-MAA,Mobile App,2131,70,172.0,"₹33,692",3,3.0,1,On Time,Satisfied
AXP100889,Patty Lawson,female,32.0,Returning,Business, Economy,BLR-CCU,Travel Agent,3919,130,78.0,"₹17,921",4,5.0,4,Delayed,Neutral
AXP100890,Martin Hobbs,female,78.0,Returning,Personal,Business ,DEL-CCU,Website,2762,9,109.0,"₹33,199",2,4.0,1,Delayed,Neutral
AXP100891,William Cox,F,22.0,First-Time,Business,First,HYD-DEL,Mobile App,1879,97,178.0,"₹26,737",1,4.0,3,On Time,Dissatisfied
AXP100892,Timothy Collins,Female,40.0,First-Time,Business,Business,GOI-CCU,Corporate Portal,436,88,101.0,"₹24,824",3,3.0,1,On Time,Dissatisfied
AXP100893,Jose Sanders,male,60.0,First-Time,Personal,Economy,BOM-BLR,Website,4643,34,105.0,"₹16,040",2,5.0,5,Delayed,Dissatisfied
AXP100894,Edgar Berg,male,19.0,First-Time,Business,Business,CCU-AMD,Website,4925,1,46.0,"₹19,975",4,1.0,4,On Time,Dissatisfied
AXP100895,Tina Bell,Male,51.0,Returning,Personal, Economy,CCU-BOM,Travel Agent,1740,123,180.0,"₹19,735",2,3.0,1,On Time,Satisfied
AXP100896,Mr. Lawrence Castillo,Male,21.0,First-Time,Education,First,COK-COK,Website,4143,23,63.0,"₹42,558",5,1.0,2,Cancelled,Satisfied
AXP100897,Kristi Gomez,female,75.0,Returning,Personal,Business ,BOM-BOM,Corporate Portal,563,73,165.0,"₹4,516",1,3.0,3,Cancelled,Satisfied
AXP100898,Megan Bates,Female,46.0,First-Time,Personal,Business ,DEL-COK,Website,2568,165,63.0,"₹12,192",3,1.0,2,Delayed,Satisfied
AXP100899,Justin Castillo,male,34.0,First-Time,Education, Economy,BLR-MAA,Corporate Portal,485,21,86.0,"₹10,811",5,3.0,2,On Time,Satisfied
AXP100900,Adrian Gordon,F,76.0,Returning,Personal,Business ,HYD-BLR,Mobile App,348,153,6.0,"₹29,920",4,4.0,2,Delayed,Satisfied
AXP100901,Christopher Stevens,F,59.0,Returning,Business,Business,HYD-BLR,Travel Agent,4237,170,21.0,"₹31,005",5,2.0,3,Delayed,Satisfied
AXP100902,Joseph Garcia DDS,Female,69.0,First-Time,Medical,Business ,CCU-MAA,Website,4751,38,80.0,"₹28,972",5,4.0,3,On Time,Neutral
AXP100903,Donna Clements,Male,54.0,First-Time,Education,First,AMD-PNQ,Website,1966,156,168.0,"₹34,873",4,1.0,3,Delayed,Satisfied
AXP100904,Paula Carter,F,42.0,First-Time,Personal,Business,AMD-COK,Website,1212,19,73.0,"₹6,147",5,5.0,3,Cancelled,Satisfied
AXP100905,Deborah Walker,M,25.0,Returning,Education,Business,MAA-BLR,Corporate Portal,3031,40,137.0,"₹37,629",3,4.0,2,Delayed,Neutral
AXP100906,Steven Harper,Female,41.0,Returning,Education,Business ,HYD-MAA,Mobile App,2707,147,184.0,"₹6,950",2,2.0,5,Cancelled,Neutral
AXP100907,Julie Hansen,M,34.0,Returning,Business,First,CCU-BLR,Travel Agent,1723,107,134.0,"₹36,571",5,1.0,5,On Time,Satisfied
AXP100908,Crystal Murphy,M,54.0,Returning,Business, Economy,CCU-MAA,Corporate Portal,2985,146,124.0,"₹27,476",3,4.0,3,Cancelled,Dissatisfied
AXP100909,Sydney Moore,Male,77.0,Returning,Personal,Business,DEL-CCU,Corporate Portal,2756,83,49.0,"₹4,061",2,3.0,4,Delayed,Dissatisfied
AXP100910,Kristina Cruz,male,18.0,First-Time,Personal,Economy,PNQ-PNQ,Travel Agent,3925,110,51.0,"₹40,074",2,5.0,1,Delayed,Neutral
AXP100911,Kathleen Beltran,Female,60.0,First-Time,Education,Business,COK-PNQ,Mobile App,4776,65,160.0,"₹31,652",5,1.0,4,On Time,Dissatisfied
AXP100912,Justin Houston,male,28.0,First-Time,Education,Business ,CCU-BOM,Website,1801,157,0.0,"₹5,102",3,4.0,4,Delayed,Satisfied
AXP100913,Hannah Gomez,female,65.0,First-Time,Education,Business,COK-COK,Website,2608,52,180.0,"₹36,044",5,1.0,4,Delayed,Neutral
AXP100914,Mark Romero DVM,F,43.0,First-Time,Business,Economy,CCU-AMD,Website,540,33,187.0,"₹24,434",4,3.0,5,Delayed,Dissatisfied
AXP100915,Lawrence Mendoza,F,77.0,First-Time,Education,Economy,MAA-DEL,Mobile App,3017,149,161.0,"₹38,311",2,2.0,1,On Time,Dissatisfied
AXP100916,Patrick Hooper,Female,73.0,Returning,Personal,Economy,PNQ-DEL,Corporate Portal,2696,66,3.0,"₹35,244",5,4.0,4,Cancelled,Neutral
AXP100917,April Price,Male,35.0,First-Time,Personal, Economy,PNQ-GOI,Website,1925,133,144.0,"₹21,523",2,1.0,3,Cancelled,Satisfied
AXP100918,Kathy Smith,F,43.0,First-Time,Medical,Economy,BOM-AMD,Corporate Portal,1889,26,131.0,"₹40,671",3,1.0,5,Delayed,Neutral
AXP100919,Thomas Robinson,F,23.0,First-Time,Education, Economy,MAA-CCU,Website,3467,9,170.0,"₹24,872",1,1.0,3,Delayed,Satisfied
AXP100920,Timothy Cook,male,76.0,Returning,Business,First,DEL-DEL,Corporate Portal,4606,72,3.0,"₹44,574",5,2.0,3,On Time,Neutral
AXP100921,Jonathan Gonzalez,F,78.0,Returning,Medical,Economy,CCU-MAA,Corporate Portal,461,95,0.0,"₹7,398",5,1.0,4,Cancelled,Satisfied
AXP100922,Joseph White,Male,56.0,First-Time,Business,Economy,MAA-COK,Mobile App,1642,47,70.0,"₹7,951",2,5.0,3,On Time,Neutral
AXP100923,Mark Wilson,F,54.0,Returning,Business,Business,GOI-PNQ,Corporate Portal,605,69,177.0,"₹40,047",3,5.0,1,Delayed,Satisfied
AXP100924,James Mitchell,F,,Returning,Education,First,BOM-COK,Corporate Portal,2390,99,188.0,"₹9,038",4,1.0,3,On Time,Dissatisfied
AXP100925,Bruce Bowers,M,18.0,Returning,Education,Business ,CCU-COK,Mobile App,4637,58,34.0,"₹39,588",3,5.0,4,On Time,Neutral
AXP100926,Charles Webb,Male,28.0,Returning,Education,Economy,BLR-CCU,Website,443,1,,"₹10,361",5,4.0,3,On Time,Dissatisfied
AXP100927,Patrick Contreras,F,43.0,First-Time,Medical,Business ,GOI-PNQ,Corporate Portal,4785,156,151.0,"₹37,849",4,5.0,5,Delayed,Satisfied
AXP100928,Gabriel Gonzales,female,77.0,Returning,Business,First,MAA-BLR,Website,4307,64,35.0,"₹13,369",3,1.0,5,Cancelled,Dissatisfied
AXP100929,Dustin Aguilar,female,72.0,Returning,Education, Economy,DEL-PNQ,Travel Agent,760,82,177.0,"₹36,652",1,3.0,5,Delayed,Satisfied
AXP100930,Richard Brown,Male,78.0,First-Time,Education,Business ,CCU-AMD,Travel Agent,4337,153,122.0,"₹8,749",2,4.0,2,Delayed,Satisfied
AXP100931,Linda Parker,Male,75.0,First-Time,Education,Business ,BOM-BLR,Mobile App,2925,9,42.0,"₹40,612",3,2.0,5,On Time,Satisfied
AXP100932,Mr. Johnathan Morton,F,64.0,Returning,Education,First,BOM-GOI,Travel Agent,793,52,26.0,"₹33,700",3,1.0,5,Delayed,Satisfied
AXP100933,Cristian Jones,F,40.0,First-Time,Personal,First,COK-BLR,Corporate Portal,2026,78,31.0,"₹42,979",1,2.0,2,Cancelled,Neutral
AXP100934,Cristina Ross,Male,71.0,First-Time,Business,Economy,BOM-DEL,Website,3429,58,,"₹15,510",5,3.0,5,Delayed,Satisfied
AXP100935,Donna Mcdaniel,male,48.0,Returning,Business,Business ,HYD-CCU,Mobile App,3487,149,120.0,"₹7,789",2,2.0,4,Cancelled,Dissatisfied
AXP100936,Howard Sanchez,male,53.0,Returning,Education,Economy,CCU-PNQ,Mobile App,4273,178,145.0,"₹31,242",3,1.0,5,On Time,Dissatisfied
AXP100937,Cory Owens,Male,68.0,Returning,Medical,First,GOI-BLR,Website,333,47,155.0,"₹21,144",4,1.0,5,Cancelled,Dissatisfied
AXP100938,Adam Christensen,Male,21.0,First-Time,Business, Economy,GOI-BOM,Website,3338,148,156.0,"₹33,521",3,3.0,2,Delayed,Satisfied
AXP100939,Heather Abbott,male,73.0,First-Time,Medical,Economy,COK-CCU,Mobile App,4119,122,15.0,"₹32,575",2,1.0,4,Cancelled,Neutral
AXP100940,Sarah Thomas,male,59.0,Returning,Education,Business ,CCU-COK,Corporate Portal,272,21,98.0,"₹12,974",3,3.0,3,Delayed,Dissatisfied
AXP100941,Kevin Ward,female,60.0,First-Time,Education,First,DEL-GOI,Website,4694,99,46.0,"₹24,655",1,3.0,1,Delayed,Neutral
AXP100942,Christopher Carr,M,47.0,First-Time,Business,Business,BOM-AMD,Website,4425,97,186.0,"₹7,785",3,1.0,4,On Time,Satisfied
AXP100943,Jessica Mcbride,male,60.0,First-Time,Education, Economy,CCU-PNQ,Mobile App,3178,157,30.0,"₹14,906",3,5.0,3,Delayed,Neutral
AXP100944,James Hubbard,male,76.0,Returning,Medical,First,CCU-MAA,Website,4561,24,3.0,"₹40,697",4,3.0,4,Cancelled,Neutral
AXP100945,Samantha Hansen,Female,62.0,Returning,Education,First,HYD-DEL,Website,2185,27,164.0,"₹25,269",1,1.0,3,On Time,Neutral
AXP100946,David Kelly MD,female,36.0,First-Time,Education,Economy,BLR-BOM,Website,992,112,16.0,"₹32,756",1,5.0,3,Cancelled,Satisfied
AXP100947,Scott Tyler,female,31.0,First-Time,Business,First,COK-AMD,Mobile App,4459,44,38.0,"₹37,584",3,3.0,4,Delayed,Dissatisfied
AXP100948,Cheyenne Edwards,F,69.0,First-Time,Personal,Business ,PNQ-AMD,Corporate Portal,294,67,47.0,"₹31,337",4,5.0,2,Delayed,Neutral
AXP100949,Scott King,M,36.0,Returning,Medical, Economy,DEL-MAA,Mobile App,1333,6,173.0,"₹4,407",3,4.0,4,Cancelled,Satisfied
AXP100950,Timothy Hudson,M,26.0,Returning,Personal,First,MAA-COK,Travel Agent,437,48,175.0,"₹29,310",3,4.0,4,Cancelled,Satisfied
AXP100951,Michael Rangel,Male,75.0,Returning,Education, Economy,HYD-GOI,Website,3146,136,38.0,"₹40,666",2,5.0,3,On Time,Satisfied
AXP100952,Kenneth English,Female,52.0,First-Time,Medical, Economy,MAA-COK,Travel Agent,2730,163,131.0,"₹22,255",2,3.0,1,Cancelled,Dissatisfied
AXP100953,Mrs. Mary Fernandez MD,F,51.0,First-Time,Education,Economy,HYD-DEL,Travel Agent,2160,82,29.0,"₹3,416",4,1.0,3,On Time,Dissatisfied
AXP100954,Gregory Fisher,M,50.0,First-Time,Personal,Business,BOM-DEL,Mobile App,1248,128,157.0,"₹43,874",5,2.0,5,Cancelled,Neutral
AXP100955,Gregory Williams,male,34.0,First-Time,Personal, Economy,COK-BOM,Travel Agent,2729,137,21.0,"₹28,555",2,1.0,4,Cancelled,Dissatisfied
AXP100956,Jason Martinez,male,35.0,Returning,Medical,First,COK-DEL,Mobile App,3164,163,65.0,"₹4,236",5,2.0,4,Cancelled,Dissatisfied
AXP100957,Andrew Khan,male,72.0,Returning,Education,Business,CCU-CCU,Corporate Portal,1163,72,107.0,"₹3,559",1,2.0,2,On Time,Dissatisfied
AXP100958,Laurie Pineda,F,33.0,First-Time,Personal,Economy,DEL-AMD,Corporate Portal,736,45,11.0,"₹17,760",2,3.0,3,Delayed,Satisfied
AXP100959,Steven Ellis,female,62.0,Returning,Medical,Business ,AMD-MAA,Website,4423,105,35.0,"₹24,127",2,5.0,2,On Time,Dissatisfied
AXP100960,Randall Gray,female,56.0,First-Time,Education,Business ,MAA-BOM,Website,3879,159,17.0,"₹30,993",4,1.0,4,On Time,Satisfied
AXP100961,Brian Barker,M,64.0,First-Time,Education,Business ,BOM-CCU,Website,4387,31,89.0,"₹12,862",5,5.0,3,On Time,Dissatisfied
AXP100962,Natasha Abbott,female,29.0,First-Time,Medical, Economy,AMD-HYD,Travel Agent,3924,5,180.0,"₹19,964",2,4.0,3,On Time,Neutral
AXP100963,Shelley Garcia,F,30.0,First-Time,Education,Business,DEL-HYD,Mobile App,742,175,198.0,"₹17,607",2,3.0,5,On Time,Dissatisfied
AXP100964,Michelle Black,Male,46.0,Returning,Personal,Economy,BOM-HYD,Corporate Portal,1045,165,0.0,"₹41,297",4,3.0,5,Cancelled,Neutral
AXP100965,Marcus Roberts,Male,16.0,First-Time,Personal,Business,COK-BLR,Travel Agent,3803,144,126.0,"₹24,405",4,4.0,1,On Time,Neutral
AXP100966,William Elliott,female,68.0,First-Time,Medical, Economy,CCU-AMD,Mobile App,3236,73,185.0,"₹37,889",5,1.0,5,Cancelled,Neutral
AXP100967,Brianna Stephens,Female,69.0,Returning,Business,First,GOI-CCU,Corporate Portal,2694,113,89.0,"₹32,999",1,4.0,3,On Time,Dissatisfied
AXP100968,Robin Christensen,Male,69.0,Returning,Education,Economy,COK-AMD,Travel Agent,4685,26,86.0,"₹16,128",1,1.0,5,On Time,Neutral
AXP100969,Cindy Richardson,M,18.0,First-Time,Personal,Business,BOM-GOI,Travel Agent,2919,53,89.0,"₹40,646",3,2.0,1,Delayed,Satisfied
AXP100970,Andrew Villegas,M,31.0,First-Time,Personal,Business,DEL-DEL,Travel Agent,2084,177,133.0,"₹26,242",2,3.0,4,Delayed,Satisfied
AXP100971,Mrs. Kristina Miller,female,38.0,Returning,Personal,Business ,MAA-PNQ,Mobile App,4338,162,69.0,"₹40,804",5,1.0,5,Delayed,Satisfied
AXP100972,Mr. John Rogers,M,72.0,Returning,Personal,Business,COK-AMD,Travel Agent,4549,84,43.0,"₹13,001",2,5.0,3,On Time,Neutral
AXP100973,Cynthia Roberts,male,26.0,First-Time,Education,Business,PNQ-PNQ,Travel Agent,3401,126,199.0,"₹15,376",5,5.0,4,Delayed,Satisfied
AXP100974,Anne Ray,male,27.0,Returning,Business, Economy,GOI-DEL,Website,2910,152,151.0,"₹12,717",5,3.0,3,Delayed,Satisfied
AXP100975,Jasmine Hill,M,25.0,First-Time,Education,Economy,BOM-CCU,Website,2153,155,85.0,"₹16,509",5,4.0,4,On Time,Dissatisfied
AXP100976,Maria Anderson,female,47.0,First-Time,Education,First,DEL-COK,Travel Agent,4937,110,18.0,"₹23,216",2,4.0,3,Delayed,Neutral
AXP100977,Thomas Jones,Male,31.0,Returning,Medical,Business ,COK-AMD,Corporate Portal,4050,14,100.0,"₹14,900",4,1.0,5,Delayed,Satisfied
AXP100978,Andrea Nichols,Male,23.0,First-Time,Personal, Economy,CCU-BOM,Corporate Portal,889,131,145.0,"₹9,612",2,4.0,5,Cancelled,Dissatisfied
AXP100979,Ronald Salinas,Female,53.0,Returning,Personal,Business,AMD-GOI,Travel Agent,2150,92,94.0,"₹4,718",5,3.0,1,On Time,Neutral
AXP100980,Peter Rivera,F,27.0,Returning,Business,First,BOM-BOM,Website,656,122,100.0,"₹37,958",3,1.0,4,Cancelled,Dissatisfied
AXP100981,Diana Davis,Female,39.0,First-Time,Business,Economy,PNQ-AMD,Mobile App,2330,72,29.0,"₹42,447",1,2.0,1,Delayed,Neutral
AXP100982,Frank Lopez,female,43.0,First-Time,Medical,Business ,BLR-DEL,Mobile App,4176,154,169.0,"₹5,585",5,4.0,2,Cancelled,Neutral
AXP100983,Linda Evans,female,68.0,Returning,Medical,First,AMD-BOM,Mobile App,4444,153,32.0,"₹11,344",3,4.0,5,Delayed,Dissatisfied
AXP100984,John Proctor,female,23.0,First-Time,Medical,Business ,MAA-BOM,Travel Agent,1379,146,11.0,"₹38,394",4,1.0,4,Cancelled,Satisfied
AXP100985,Gregory Diaz,F,73.0,First-Time,Personal,Economy,BOM-CCU,Mobile App,4485,91,117.0,"₹25,840",5,5.0,1,On Time,Neutral
AXP100986,Joshua Duarte,Male,43.0,Returning,Personal,Business,HYD-CCU,Website,3765,16,93.0,"₹7,539",3,4.0,1,Cancelled,Neutral
AXP100987,Sheila Clark,M,51.0,First-Time,Business,Economy,AMD-MAA,Travel Agent,1082,42,154.0,"₹24,460",5,3.0,2,On Time,Satisfied
AXP100988,Joshua Smith,male,41.0,Returning,Business,First,DEL-MAA,Mobile App,599,120,166.0,"₹23,665",2,4.0,1,On Time,Satisfied
AXP100989,Erin Butler,Female,23.0,First-Time,Medical,Business ,HYD-AMD,Website,808,40,136.0,"₹18,080",3,2.0,3,Delayed,Satisfied
AXP100990,Miss Misty Holt,Female,73.0,First-Time,Education,Business,MAA-BOM,Mobile App,1838,169,148.0,"₹16,684",2,4.0,5,On Time,Dissatisfied
AXP100991,Nicholas King,Male,75.0,First-Time,Business,Business,MAA-GOI,Corporate Portal,2348,177,75.0,"₹16,218",2,5.0,1,On Time,Dissatisfied
AXP100992,Amy Morris,F,65.0,Returning,Personal,Business,AMD-DEL,Corporate Portal,1582,167,28.0,"₹22,852",3,4.0,1,Delayed,Dissatisfied
AXP100993,Bethany Jarvis,Female,43.0,First-Time,Business,Economy,AMD-BOM,Website,1603,38,160.0,"₹13,701",1,1.0,2,On Time,Satisfied
AXP100994,Jody Patterson,F,43.0,Returning,Personal,Economy,GOI-GOI,Website,1019,112,189.0,"₹30,805",3,4.0,3,On Time,Dissatisfied
AXP100995,Emily Lopez,Female,52.0,Returning,Education,Business,BOM-BOM,Corporate Portal,3492,150,116.0,"₹20,765",1,5.0,1,On Time,Satisfied
AXP100996,Barbara Roach,female,56.0,First-Time,Medical, Economy,GOI-GOI,Website,1019,110,14.0,"₹18,268",5,1.0,5,Cancelled,Neutral
AXP100997,Michael Howe,M,51.0,Returning,Medical,Business ,CCU-GOI,Travel Agent,619,179,1.0,"₹17,236",5,3.0,5,Cancelled,Neutral
AXP100998,Nicole Martin,Male,79.0,Returning,Medical,Business,BLR-BLR,Travel Agent,4419,46,179.0,"₹26,287",3,1.0,1,Cancelled,Dissatisfied
AXP100999,Raymond Gallagher,F,42.0,Returning,Business,Economy,DEL-BLR,Corporate Portal,4717,62,,"₹4,788",5,2.0,3,On Time,Dissatisfied
AXP101000,Matthew Stuart,Male,69.0,First-Time,Medical,Economy,GOI-MAA,Travel Agent,3502,109,171.0,"₹11,998",4,1.0,5,On Time,Dissatisfied
AXP101001,Mr. Justin Obrien PhD,female,78.0,Returning,Personal,Business ,HYD-GOI,Website,1708,68,181.0,"₹31,812",2,3.0,5,Cancelled,Neutral
AXP101002,Austin Kelly,female,32.0,First-Time,Business,Business ,PNQ-GOI,Website,967,42,17.0,"₹11,068",2,4.0,3,Cancelled,Satisfied
AXP101003,Debra Martinez,male,24.0,Returning,Business, Economy,BLR-COK,Travel Agent,2244,175,2.0,"₹27,583",1,1.0,3,On Time,Dissatisfied
AXP101004,Anita Hall DVM,Male,48.0,Returning,Education,Economy,AMD-MAA,Corporate Portal,2339,33,134.0,"₹4,666",5,1.0,1,Delayed,Satisfied
AXP101005,Christine Johnson,F,68.0,First-Time,Education,First,MAA-COK,Corporate Portal,3229,39,170.0,"₹32,094",1,1.0,4,On Time,Dissatisfied
AXP101006,Angela Frazier,F,35.0,First-Time,Business,First,HYD-PNQ,Website,1749,60,165.0,"₹16,669",2,1.0,2,On Time,Neutral
AXP101007,Jessica Gonzales,female,28.0,First-Time,Business, Economy,MAA-COK,Corporate Portal,1964,177,164.0,"₹27,930",2,3.0,4,On Time,Satisfied
AXP101008,Danielle Warren,male,43.0,First-Time,Business,Business ,DEL-BLR,Corporate Portal,2845,61,185.0,"₹6,225",5,5.0,4,On Time,Neutral
AXP101009,Kelly Quinn,male,63.0,Returning,Business,Economy,BOM-COK,Corporate Portal,3916,57,160.0,"₹32,282",4,5.0,5,On Time,Dissatisfied
AXP101010,Daniel Suarez,Female,44.0,Returning,Business,Business ,PNQ-COK,Website,4805,160,107.0,"₹31,740",4,1.0,3,On Time,Neutral
AXP101011,Jeffrey Sanders,F,28.0,Returning,Personal,Economy,COK-HYD,Mobile App,4681,74,186.0,"₹29,160",5,3.0,5,Cancelled,Neutral
AXP101012,Jeffery Torres,Male,61.0,Returning,Business, Economy,CCU-GOI,Mobile App,2493,15,94.0,"₹16,017",5,3.0,2,Delayed,Satisfied
AXP101013,Michael Murphy,male,50.0,Returning,Personal,Business,BOM-CCU,Corporate Portal,2908,81,121.0,"₹16,476",1,1.0,1,Delayed,Satisfied
AXP101014,Rachael Carlson,female,76.0,First-Time,Medical, Economy,CCU-CCU,Mobile App,1100,93,10.0,"₹27,936",5,2.0,2,Delayed,Satisfied
AXP101015,Jean Nelson,Male,21.0,First-Time,Personal,Business ,PNQ-BOM,Corporate Portal,3284,47,67.0,"₹41,680",4,1.0,5,Cancelled,Neutral
AXP101016,Jamie Torres,male,33.0,Returning,Medical,Business ,CCU-AMD,Website,2209,137,122.0,"₹11,169",5,2.0,5,Cancelled,Dissatisfied
